# 源音频：P09-生理学本科教学及考研基础课 p09 肌细胞的收缩1.m4a
# 时长：6571s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:08] 好,同学们,咱们接下来拿一个整段的时间来学一学细胞这一章第四节,肌细胞的收缩。
[01:23:46] 扫扫扫扫扫扫扫扫扫扫走了
[01:23:49] 说明M线在这一头
[01:23:51] 他往这边扫
[01:23:52] 嗯
[01:23:55] 这个就是所谓的刚才咱们说的叫横桥周期
[01:23:58] 那么整个促气丝结合和解裂啊
[01:24:00] 他怎么把吸气丝给拉过来的
[01:24:03] A图
[01:24:04] 高神的状态
[01:24:05] 就这个促气丝的横桥刚好结合ATP以后
[01:24:08] 把磷酸锯拿出来
[01:24:10] ATP变成ADP了
[01:24:11] 他正好有智慧能量
[01:24:12] 能量满满
[01:24:14] 红黄之力
[01:24:15] 这个时候
[01:24:16] 然后结合一个钙
[01:24:17] 谁结合一个钙
[01:24:18] 吸气丝的积钙代表像个地雷一样
[01:24:21] 地雷挂上弦
[01:24:22] 你看这个地方地雷是光盖的
[01:24:25] 给他挂个钙
[01:24:25] 有钙之后
[01:24:26] 你看这个时候没有钙的时候
[01:24:28] 这是促气丝的头端
[01:24:30] 很巧
[01:24:30] 这吸气丝两人是隔开的
[01:24:33] 有了钙以后
[01:24:33] 啪
[01:24:34] 两人挨住了
[01:24:35] 挨住之后你发现
[01:24:36] 这儿还挂了一个高粒酸锯
[01:24:38] 这儿没了
[01:24:38] 扔掉了
[01:24:39] 扔掉能量拿来干嘛
[01:24:41] 够他
[01:24:41] 往前走
[01:24:42] 你看走
[01:24:43] 所以第一步是结合
[01:24:46] 结合一个是促气机丝结合
[01:24:49] 一个是钙和肌钙蛋白结合
[01:24:51] 结合完之后勾住了
[01:24:53] 凿
[01:24:53] 拉动
[01:24:54] 叫摆动
[01:24:54] 你看这个地方横桥是直的
[01:24:56] 这横桥就往回摆了一下
[01:24:58] 吸气丝是挖用了些
[01:25:00] 划一下
[01:25:01] 划完之后能量用完了
[01:25:02] 用完了
[01:25:02] 结离
[01:25:04] 分开了
[01:25:05] 分开之后
[01:25:05] 那么这个横桥重新把刚才的ADP扔掉
[01:25:08] 再换一个ATP
[01:25:10] 复位
[01:25:11] 摆完了
[01:25:12] 给个ATP
[01:25:13] 又回来了
[01:25:14] 摆
[01:25:14] 扔掉
[01:25:15] 一摆就把ADP扔掉了
[01:25:17] 再拿个ATP回来
[01:25:18] ATP把能拉一拉
[01:25:19] 卡又摆一下
[01:25:20] 转来转去的
[01:25:22] 所以促气机丝结合摆动
[01:25:25] 结离
[01:25:25] 结合
[01:25:26] 摆动
[01:25:27] 结离
[01:25:28] 这就把它存在一个什么
[01:25:29] 吸气丝和钙的关系
[01:25:32] 要没有钙的话
[01:25:33] 有能量你也白扯
[01:25:34] 为什么
[01:25:35] 没有钙
[01:25:35] 促气机丝挨不住
[01:25:37] 你扫不住它
[01:25:38] 是钙才促使着促气机丝之间发生接触的
[01:25:45] 因此说你发现了
[01:25:46] 在这一阶度到第四次钙
[01:25:47] 钙会让促气机丝发生接触
[01:25:51] 那么这钙具体起了什么作用
[01:25:53] 后面还一个示意图
[01:25:55] 乌卑老师在画这图
[01:25:58] 给这图给的特别形象
[01:25:59] 上面这个你就不用说了
[01:26:01] 睪部
[01:26:02] 头部
[01:26:02] 是吧
[01:26:03] 两个头端
[01:26:03] 一对应该是两对青帘
[01:26:05] 两对青帘
[01:26:06] 这个绿色这个玩意就是什么
[01:26:07] 就是ATP
[01:26:08] ATP卸掉盖
[01:26:09] ATP拿掉上面的这个零散件
[01:26:12] 剩下ABP
[01:26:13] 你看卸掉一个盖
[01:26:14] 这是一个
[01:26:14] 这是横桥
[01:26:15] 这是粗机丝
[01:26:17] 再看细机丝
[01:26:17] 橙色这个
[01:26:19] 就像咱们戴着手帕一样
[01:26:20] 两套结构
[01:26:21] 机械蛋白
[01:26:22] 以及肌动蛋白
[01:26:23] 上面爬着蓝色的细长条
[01:26:25] 叫约基钉
[01:26:26] 约基钉叫约基球
[01:26:27] 没毛病吧
[01:26:28] 一条约基钉上面
[01:26:29] 又长了一个
[01:26:30] 散开蛋白的肌钙蛋白
[01:26:32] 像个小雪人一样
[01:26:33] 三个
[01:26:33] 再看
[01:26:34] 天上掉下个灵妹妹
[01:26:35] 叠掉下来
[01:26:37] 掉的是什么
[01:26:37] 你能猜出来不
[01:26:38] 说掉的是什么
[01:26:39] 像橙子像橘子
[01:26:40] 掉的就是一个盖粒子
[01:26:42] 掉
[01:26:42] 一扎肌钙蛋白
[01:26:43] 肌钙蛋白睡醒了
[01:26:44] 喷
[01:26:44] 谁他妈瞧我
[01:26:45] 往西一站
[01:26:46] 你看约基钉
[01:26:46] 往下翻一下
[01:26:47] 你看约基钉翻
[01:26:49] 所以这个地方呀
[01:26:51] 我还写过一版
[01:26:53] 高教版的生理学的教材
[01:26:54] 在细胞这一块
[01:26:56] 这个地方你注意
[01:26:57] 没有盖的时候
[01:26:58] 你仔细看
[01:26:59] 没有盖的时候
[01:27:00] 我的图是停不下
[01:27:01] 能停下来就好
[01:27:01] 没盖的时候呀
[01:27:03] 蓝色的约基钉
[01:27:04] 这个长条
[01:27:05] 附着在
[01:27:06] 双螺旋的机械蛋白之间
[01:27:09] 你看
[01:27:09] 两个手扣着
[01:27:11] 一旦这个
[01:27:12] 肌钙蛋白切黑个盖
[01:27:13] 你看切黑个盖
[01:27:14] 肌钙蛋白往西一站
[01:27:15] 约基钉往下
[01:27:16] 啪
[01:27:16] 一翻
[01:27:16] 一翻
[01:27:17] 就露出来
[01:27:18] 初级次的横桥
[01:27:19] 和西级次结合
[01:27:21] 平时这个
[01:27:21] 初级次结合位点呀
[01:27:23] 被约基钉盖着
[01:27:24] 约基钉上面
[01:27:25] 长了个肌钙蛋白
[01:27:26] 肌钙蛋白结合盖之后
[01:27:27] 拉着约基钉
[01:27:28] 啪嘛
[01:27:28] 可以翻
[01:27:29] 手背这露出来
[01:27:31] 初级次的横桥正好过来
[01:27:32] 咔
[01:27:33] 踩上去
[01:27:33] 够走
[01:27:34] 如果要没有结合盖
[01:27:36] 约基钉趴在这
[01:27:38] 初级次横桥下来以后
[01:27:39] 还隔了一个约基钉
[01:27:40] 它勾不住
[01:27:41] 所以平时在
[01:27:43] 接触服装的时候
[01:27:44] 约基钉就遮盖着
[01:27:46] 阻断着
[01:27:47] 初级次的结合位点
[01:27:49] 生理学上
[01:27:50] 我那本书上
[01:27:50] 我写了一个
[01:27:51] 这叫
[01:27:52] 位置阻断
[01:27:53] 位阻
[01:27:54] 效应
[01:27:56] 初级次的结合位点
[01:27:59] 被谁阻断了
[01:28:00] 被约基钉
[01:28:00] 约基钉怎么能
[01:28:02] 跟人家把位置漏出来
[01:28:03] 就是这个示意图
[01:28:04] 约基钉上面
[01:28:04] 还长了一个东西
[01:28:05] 叫肌钙蛋白
[01:28:06] 肌钙蛋白结合盖
[01:28:07] 盖哪来的
[01:28:08] 千万刚学完
[01:28:09] 来自于
[01:28:09] RYR的释放
[01:28:11] RYR又长在
[01:28:13] JSR上
[01:28:14] 没毛病吧
[01:28:15] JSR打开RYR之后
[01:28:17] 往外释放一个盖
[01:28:18] 这盖释放出来以后
[01:28:19] 结合习近思肌钙蛋白
[01:28:21] 拉着约基钉
[01:28:21] 掀开
[01:28:22] 初级次习近思
[01:28:24] 勾动
[01:28:24] 滑动
[01:28:25] 勾动
[01:28:26] 滑动
[01:28:27] 滑一次
[01:28:28] 叫一个横桥周期
[01:28:31] 整个的初级次
[01:28:33] 要发生接触和滑行
[01:28:35] 欧林子是谁
[01:28:36] 是盖
[01:28:37] 到现在为止
[01:28:39] 咱们暂停一下
[01:28:40] 结果几次盖了
[01:28:41] 前模
[01:28:42] 在去极化的
[01:28:43] 数十年级阶头
[01:28:44] 去极化的
[01:28:45] 复制潮
[01:28:45] 辅助
[01:28:46] 打开DM红盖通道
[01:28:47] L型钙通道
[01:28:48] 盖内流
[01:28:48] 触动前模地址
[01:28:50] 单击释放
[01:28:50] 单击释放以后
[01:28:52] 就和终板膜的N276D结合
[01:28:54] 中板发生一个局部电位去极化
[01:28:56] 去极化作为一个刺激器
[01:28:58] 只要能够20毫分以上
[01:28:59] 刺激正常机器模模兴奋
[01:29:01] 正常机器模模兴奋
[01:29:02] 再之后推动
[01:29:03] 纵广的JSR
[01:29:07] 把盖从这释放出来
[01:29:09] 盖从哪掉下来的
[01:29:10] 从JSR里边
[01:29:12] JSR上面哪个小窗户呀
[01:29:14] RYR
[01:29:16] 掉下来干嘛呀
[01:29:17] 掉下来激活基格蛋白
[01:29:18] 基格蛋白
[01:29:19] 在激活原基银
[01:29:20] 原基银蛋白发生收缩
[01:29:22] 往边滑一下
[01:29:23] 把它原来阻断的
[01:29:26] 促进基次结合位的组织效应
[01:29:28] 给它解除掉
[01:29:29] 所以我们叫做盖离子
[01:29:31] 起一个什么作用
[01:29:33] 位组效应的解除
[01:29:36] 位组
[01:29:37] 位置阻断
[01:29:38] 这个效应
[01:29:39] 被谁解除的
[01:29:39] 被盖离子通过基格蛋白
[01:29:42] 拉动原基银
[01:29:43] 解除掉的
[01:29:45] 基础收缩
[01:29:46] 要有盖
[01:29:48] 地址释放
[01:29:50] 要有盖
[01:29:52] 从这开始学
[01:29:54] 到处都离不开
[01:29:56] 盖
[01:29:56] 好盖
[01:29:57] 这个图你们回头没事干的时候
[01:30:01] 我专门在这多放一会儿
[01:30:02] 有同学见过
[01:30:03] 有同学没见
[01:30:04] 没见过的话
[01:30:04] 把这图多看一看
[01:30:06] 弄清楚
[01:30:06] 什么叫位组效应
[01:30:08] 你看这图的右侧
[01:30:09] 右向
[01:30:10] 这个地方还阻断着
[01:30:11] 这个地方你看掀开了
[01:30:12] 掀开
[01:30:13] 这么掀开的
[01:30:14] 要有盖
[01:30:15] 掀
[01:30:16] 有盖
[01:30:16] 掀
[01:30:17] 你看
[01:30:17] 有盖
[01:30:17] 这叫位组效应
[01:30:19] 和位组效应的解除
[01:30:21] 基磁就划行了
[01:30:23] 基础大概就是
[01:30:24] 以这个方式
[01:30:26] 进行划行的
[01:30:27] 实际上你要仔细读文字上
[01:30:29] 我会给你写
[01:30:29] 一分子细极丝
[01:30:31] 它有个所谓的
[01:30:33] 七比一
[01:30:33] 比一的概念
[01:30:34] 什么叫七比一比一
[01:30:35] 就拿这个图说话
[01:30:36] 你大概数一下
[01:30:37] 七个这个橙色小球球
[01:30:39] 七个小橘子
[01:30:40] 一串
[01:30:40] 像糖葫芦一样
[01:30:41] 它的长度
[01:30:42] 大概是一分子
[01:30:44] 约近年代的长度
[01:30:46] 一分子的细极丝
[01:30:48] 是有七个小球
[01:30:50] 双螺旋
[01:30:51] 这个
[01:30:52] 机械蛋白
[01:30:53] 肌动蛋白
[01:30:53] 上面附着一条约近年
[01:30:56] 一条约近年的长度
[01:30:58] 是七个机械蛋白
[01:31:00] 直径的长度
[01:31:01] 那么一条约近年上面
[01:31:03] 又长了一分子
[01:31:04] 肌钙蛋白
[01:31:05] 所以一个细极丝
[01:31:06] 怎么构成的
[01:31:07] 是七个
[01:31:08] 机械蛋白
[01:31:09] 一个约近年
[01:31:10] 和一个基盖
[01:31:11] 所以细极丝的分子构成是
[01:31:14] 七比一
[01:31:15] 比一
[01:31:16] 那么进入到
[01:31:18] 亨吉曼
[01:31:18] 亨吉曼
[01:31:18] 亨吉曼
[01:31:18] 要看
[01:31:19] 粗极机械是怎么构成的
[01:31:20] 一条粗极机械作为
[01:31:21] 六条细极机械
[01:31:23] 一条细极机械作为
[01:31:24] 三条粗极机械
[01:31:25] 粗极比值
[01:31:26] 二比一
[01:31:27] 所以这个内容
[01:31:30] 你要是愿意读的话
[01:31:31] 故事很多
[01:31:32] 这个学习
[01:31:33] 有时候我讲课
[01:31:34] 一直说
[01:31:34] 学习很好玩
[01:31:36] 说学习就没意思
[01:31:37] 特无聊
[01:31:38] 记住
[01:31:38] 不是学习不好玩
[01:31:39] 是你不好玩
[01:31:40] 大概人这个学习的
[01:31:42] 最大一个东西
[01:31:43] 就是make interesting
[01:31:44] 学会
[01:31:45] 爱上学习
[01:31:47] 其实干什么也有意思
[01:31:48] 我一直觉得
[01:31:49] 学习
[01:31:49] 不见得就没有
[01:31:51] 打麻将那么好玩
[01:31:52] 反正我是
[01:31:53] 我不能说我是
[01:31:54] 二十多年没打麻将
[01:31:55] 就打麻将不好玩
[01:31:56] 不是
[01:31:56] 我能不能说
[01:31:57] 更多的时候
[01:31:58] 打麻将不是好玩
[01:31:59] 只是排除一种寂寞
[01:32:01] 或无聊
[01:32:02] 我也可能
[01:32:03] 我说错了
[01:32:04] 说错了就道歉吧
[01:32:05] 反正我就不太打
[01:32:06] 接着咱们往下
[01:32:14] 看一个小话题
[01:32:16] 你看
[01:32:17] 机子要花心
[01:32:18] 是需要盖的
[01:32:19] 盖哪来的
[01:32:19] 刚才学了半天
[01:32:20] 你也能发现
[01:32:21] 盖实际上是
[01:32:22] 谷歌机器
[01:32:23] 往内部折
[01:32:23] JSR
[01:32:25] 它那个
[01:32:26] 内部有数千倍的
[01:32:27] 盖粒子浓度
[01:32:27] 通过JSR
[01:32:30] 模上那个
[01:32:31] RYR
[01:32:32] 叫
[01:32:33] 雷诺丁线受体
[01:32:34] Renalding
[01:32:35] 盖粒子的释放通道
[01:32:37] 把盖给释放出来的
[01:32:39] 现在麻烦是
[01:32:40] 任何一个通道
[01:32:41] 要打开它
[01:32:42] 都需要条件
[01:32:43] 那谷歌机器
[01:32:45] 往上面这个
[01:32:45] RYR
[01:32:46] 怎么打开的
[01:32:47] 就是我们这个地方
[01:32:49] 要解决的问题
[01:32:50] 叫所谓的兴奋
[01:32:51] 收缩的欧联
[01:32:53] Excitation
[01:32:54] Excital Excitation
[01:32:55] Contraction
[01:32:57] 一个Complaint
[01:33:00] 这个欧联
[01:33:01] 有时候人们说LiK
[01:33:03] 欧联
[01:33:04] 这个欧联过程
[01:33:05] 什么样子
[01:33:05] 一个往下读
[01:33:06] 先看第一句话
[01:33:07] 恒文基细胞的电活动
[01:33:10] 恒文基就范围大了
[01:33:11] 不但有谷歌机
[01:33:12] 还有星际
[01:33:13] 嗯
[01:33:13] 你要谷歌机的话
[01:33:14] 就谷歌机
[01:33:14] 恒文就是谷歌机和星际
[01:33:16] 你还记得这一节开始
[01:33:18] 随意机
[01:33:19] 谷歌机是吧
[01:33:20] 星际和平滑系细胞
[01:33:21] 非随意
[01:33:22] 实际上这个教材
[01:33:23] 有时候你再往下读
[01:33:24] 你发现
[01:33:25] 人体从运动神经支配
[01:33:27] 还是内脏神经支配
[01:33:28] 把肌肉封为随意非随意机
[01:33:30] 再往下读
[01:33:31] 你哭笑不得
[01:33:31] 人体有一些肌肉
[01:33:33] 比如说扩约肌
[01:33:34] 大小便
[01:33:34] 既随意也非随意
[01:33:37] 而最好玩的
[01:33:38] 有时候我讲课喜欢讲呀
[01:33:39] 咱们这个呼吸机
[01:33:41] 呼吸运动
[01:33:41] 呼吸机
[01:33:43] 既随意也非随意
[01:33:44] 如果在这个地方
[01:33:45] 听我废话咧咧的
[01:33:46] 给人讲课
[01:33:47] 专心只能听课
[01:33:48] 你都没注意过
[01:33:49] 你呼吸没有
[01:33:50] 你没遇见谁说
[01:33:50] 有点说我听了你半个小时
[01:33:52] 可把我活活憋死了
[01:33:53] 我窒息了
[01:33:53] 没有
[01:33:54] 你专心听课的时候
[01:33:55] 你也忘不掉呼吸
[01:33:56] 那个呼吸
[01:33:57] 是盐水发出冲动
[01:33:59] 叫自主式呼吸
[01:34:00] 如果你有个同学
[01:34:01] 我们出去玩去了
[01:34:02] 卡拉OK
[01:34:03] 唱歌
[01:34:03] 唱一个是吧
[01:34:04] 唱一个向天再见五百年
[01:34:06] 天鹿
[01:34:06] 回到拉萨
[01:34:08] 是吧
[01:34:08] 这个这个
[01:34:09] 浮夸
[01:34:10] 七里香
[01:34:11] 听妈妈的话
[01:34:12] 类似于这样
[01:34:13] 大嗓门在那喊
[01:34:15] 其实你是可以
[01:34:16] 随意控制呼吸的
[01:34:17] 我们的呼吸运动
[01:34:18] 既可以接受大脑皮身
[01:34:20] 随意控制
[01:34:21] 又能在睡着
[01:34:22] 喝醉的时候
[01:34:23] 不用人控制它
[01:34:24] 吸气
[01:34:25] 吸气
[01:34:25] 吸气
[01:34:25] 呼气
[01:34:26] 吸气
[01:34:26] 呼气
[01:34:27] 所以运动
[01:34:28] 呼吸运动
[01:34:28] 分两种
[01:34:29] 随意呼吸
[01:34:30] 和自主式呼吸
[01:34:32] 自主呼吸
[01:34:33] 咱们学呼吸
[01:34:34] 这一章第五章
[01:34:35] 第五章就要学习了
[01:34:36] 自主呼吸的冲动
[01:34:38] 从哪发出的
[01:34:39] 从盐水
[01:34:39] 设想临床上
[01:34:40] 一旦发生车祸外伤
[01:34:42] 后脑勺被砸了一下
[01:34:43] 碰了一下
[01:34:44] 盐水水肿
[01:34:45] 功能不好
[01:34:46] 那么一个患者的
[01:34:48] 这个自主式呼吸
[01:34:50] 盐水破坏了
[01:34:51] 就不存在了
[01:34:52] 这个病人
[01:34:53] 如果没有昏迷的时候
[01:34:54] 你想我不吸气
[01:34:55] 我能吸气
[01:34:55] 难受啊
[01:34:55] 大腿皮层支配呼吸机
[01:34:57] 收缩
[01:34:58] 舒张
[01:34:59] 吸气呼气
[01:34:59] 这个患者一旦昏迷了
[01:35:02] 想不起来呼吸了
[01:35:04] 就会因为忘掉呼吸
[01:35:06] 而活活憋死
[01:35:07] 要不是这个知识
[01:35:09] 你怎么学
[01:35:10] 所以江南卖毛道的重症医学
[01:35:12] 这个科室就发现
[01:35:13] 一旦一个外伤病
[01:35:14] 脑外伤
[01:35:15] 入院第一个事
[01:35:16] 一定要注意上呼吸器
[01:35:19] 上呼吸器
[01:35:20] 镇压通气
[01:35:21] 防止患者昏迷之后
[01:35:23] 忘掉呼吸
[01:35:24] 把自己活活憋死
[01:35:25] 呼吸器
[01:35:25] 这个东西
[01:35:26] 就能无负人的命
[01:35:27] 这2020年今年
[01:35:29] 正好赶上全世界市
[01:35:31] 这个新冠疫情
[01:35:32] 这一次咱们知道
[01:35:33] 这AIDS的患者
[01:35:34] 是很多都需要
[01:35:35] 给他用镇压通气
[01:35:36] 体外膜肺
[01:35:38] 咱们在网上
[01:35:39] 大概看到这样的面子了
[01:35:40] 大二小朋友
[01:35:41] 没有接触过
[01:35:41] 摩登堂医学
[01:35:42] 讲内科学
[01:35:43] 我一直反复讲他
[01:35:44] 给他一个小的潮气量
[01:35:46] 给他一个小的
[01:35:47] 一个PNP
[01:35:48] 一个呼气膜肺泡内镇压
[01:35:50] 我们一般
[01:35:51] 从五个厘米水度的压力开始
[01:35:52] 维持在八到十八个厘米水度
[01:35:54] 这样的话量比较大
[01:35:55] 让他呼吸的量小一点
[01:35:57] 维持一个允许性的呼酸
[01:35:59] 呼吸酸动度
[01:36:01] 大概患者
[01:36:02] 活下来几率会高一点
[01:36:03] 这个叫相反学科
[01:36:04] 我给大家慢慢讲
[01:36:06] 这些事说你听
[01:36:07] 横门肌就包括骨骼肌和心肌
[01:36:09] 如果骨骼肌就是骨骼肌
[01:36:11] 往下读
[01:36:12] 骨骼肌细胞的进气点位
[01:36:13] 约为负九超负
[01:36:15] 刚才说过
[01:36:15] 动脚点的形状
[01:36:16] 和咱们第三期学过的
[01:36:18] 神经纤维相似
[01:36:19] 呈尖峰状
[01:36:20] 但持续时间比较长
[01:36:22] 有多长
[01:36:22] 时间很长
[01:36:24] 才两到四个毫秒
[01:36:25] 可见神经纤维
[01:36:26] 神经细胞动点位
[01:36:28] 时间更短一两个毫秒
[01:36:29] 所以这个锋电位是相当短的
[01:36:33] 动脚点位产生的机制
[01:36:34] 也和神经纤维相似
[01:36:36] 那内内去极化
[01:36:36] 加外流复极化
[01:36:38] 也是这个样子
[01:36:39] 这点活动
[01:36:40] 那么点活动怎么来的
[01:36:41] 咱们还记得
[01:36:42] 动脚点位是终板膜
[01:36:44] 它的点位作为一个刺激器
[01:36:46] 在神经情况下
[01:36:47] 刺激骨骼肌细胞兴奋
[01:36:49] 动脚点位的
[01:36:50] 这个样子
[01:36:51] 所以神经一入街头
[01:36:53] 神经系统吧
[01:36:55] 幸好最早给谁了
[01:36:56] 啊
[01:36:56] 给骨骼肌细胞的中板
[01:36:58] 中板再进一步把信号
[01:37:00] 给整个肌细胞
[01:37:01] 以局部电流扩散的方式
[01:37:04] 引发正常细胞膜动脚点位
[01:37:06] 那么动点位过了之后
[01:37:08] 我刚才讲了一个东西
[01:37:09] 往下读
[01:37:10] 这要学性缝合住缩偶联了
[01:37:12] Excession
[01:37:13] 和Conduction
[01:37:14] 性缝合住缩
[01:37:15] 这个偶联怎么偶联
[01:37:16] 第一步
[01:37:17] 肌膜上动脚点位
[01:37:19] 沿着肌膜和横管膜
[01:37:22] 什么什么和横管膜
[01:37:23] 你刚才注意到没有
[01:37:24] 肌细胞膜表面长得不光滑
[01:37:26] 你现在看
[01:37:26] 反折
[01:37:27] 有点反折
[01:37:29] 我拿鼠标签笔画了一下
[01:37:30] 横管就是肌细胞膜一部分
[01:37:32] 体会一下
[01:37:33] 动脚点位
[01:37:34] 在细胞膜上怎么传导的
[01:37:36] 那么在横管膜上就怎么传导
[01:37:38] 横管膜是肌细胞膜的特殊
[01:37:40] 那个部分
[01:37:41] 反折部分
[01:37:42] 所以传导内容
[01:37:43] 抓在细胞身部
[01:37:44] 然后激发横管膜和肌膜上
[01:37:48] L型的改通道
[01:37:50] 所以就晕了
[01:37:52] 神经接头前膜有L型钙通道
[01:37:54] 这地方注意又多了一个
[01:37:56] 横管膜
[01:37:57] 一样有L型钙通道
[01:37:58] 激活的L型钙通道
[01:38:02] 通过所谓的变构效应
[01:38:04] 是在骨骼肌
[01:38:06] 或内流钙
[01:38:07] 说骨骼肌细胞老师怎么没有流钙
[01:38:11] 才称变构
[01:38:11] 看这个壳尖
[01:38:13] 骨骼肌细胞动点位多长
[01:38:17] 两到四个毫秒
[01:38:18] 现在听这堂课的时候
[01:38:20] 大多数同学已经学到胸环内障了
[01:38:23] 你翻黑书看一下
[01:38:24] 在100页前后
[01:38:25] 一个心室基因细胞
[01:38:27] 动作电位的时间有多长
[01:38:29] 我们叫时程
[01:38:30] 有200到300个毫秒
[01:38:34] 里边有平台期
[01:38:36] 设想一下
[01:38:38] 和钠通道去比较
[01:38:40] 点压门口的钙通道特点是什么
[01:38:43] 慢通道
[01:38:45] 所以在胸环内障
[01:38:47] 把心室心房肌细胞
[01:38:50] 就叫做快反应细胞
[01:38:52] 把钙内流区域化的
[01:38:54] 豆方结细胞
[01:38:54] 叫做慢反应细胞
[01:38:56] 钙通道反应慢
[01:38:57] 骨骼肌细胞动点位的时间
[01:38:59] 一共2到4个毫秒
[01:39:01] 通道根本没时间打开
[01:39:03] 但我找这么通道干嘛
[01:39:04] 没有时间打开是吧
[01:39:06] 让你把动作一样子变一下
[01:39:09] 就像买一瓶红酒
[01:39:10] 拿一个小钻子
[01:39:12] 拧个那个软木瓶丝
[01:39:13] 看揪出来
[01:39:15] 叫拔丝
[01:39:16] 变购也叫拔丝
[01:39:18] 骨骼肌细胞之所以不是钙内流
[01:39:21] 明型钙通道不内流钙的原因是什么
[01:39:23] 是时间不够
[01:39:25] 啪
[01:39:25] 拔一下丝还行
[01:39:27] 流动来不及的一二百个毫秒
[01:39:29] 心肌移民
[01:39:30] 时间差二三百个毫秒
[01:39:31] 足够钙进内流了
[01:39:33] 所以注意
[01:39:34] 心肌和骨骼肌
[01:39:35] 在GSR释放钙的这个地方
[01:39:40] 是极大的差异的
[01:39:42] 骨骼肌是变购
[01:39:44] 心肌是叫做钙内流
[01:39:47] 内流之后怎么样
[01:39:48] 在心肌这个地方内流钙以后呀
[01:39:50] 再去极化心肌细胞二联管里边GSR
[01:39:53] 这个软弯捞顶
[01:39:54] 连动定解数体RYR
[01:39:56] 把钙子释放出来
[01:39:57] 你看骨骼肌简单
[01:39:59] 一拔丝
[01:40:00] 把九个钙子
[01:40:00] 屏里倒出来就完了
[01:40:01] 心肌被两步
[01:40:03] 第一步
[01:40:04] 膜外钙内流
[01:40:05] 第二步
[01:40:06] 膜外钙进来之后
[01:40:08] 再激发心肌细胞内部
[01:40:09] 钙释放
[01:40:10] 所以我们非常谨慎的
[01:40:14] 把心肌这个钙的释放
[01:40:16] 英文缩写叫CICR
[01:40:20] Calcium Induced Calcium Release
[01:40:24] 钙诱发钙释放
[01:40:26] 钙诱导钙释放机制
[01:40:27] 换句话说
[01:40:29] 要把心肌放到一个
[01:40:30] 没有钙的心肌
[01:40:31] 细胞外围环境中
[01:40:33] 你给细胞膜一个刺激
[01:40:35] 膜外没有钙内流
[01:40:36] 那么膜内这个软弱定解数体
[01:40:38] 还释放钙不
[01:40:39] 膜外没有钙内流
[01:40:40] 心肌细胞内部就不释放钙了
[01:40:42] 我们刚才学了一大堆
[01:40:43] 钙能干嘛
[01:40:44] 钙释放出来以后
[01:40:45] 结合肌钙蛋白
[01:40:46] 拉动乙基硬
[01:40:48] 抱住它处及式结合位点
[01:40:49] 然后让CICR
[01:40:51] 向M线扭一下
[01:40:53] 没有膜外的钙
[01:40:55] 就不能激发膜内钙释放
[01:40:57] 膜内钙不释放
[01:40:58] 处及式就不划性
[01:41:00] 到这严格听一个结论
[01:41:02] 心肌细胞在无钙的液体化镜下
[01:41:06] 是不会收缩的
[01:41:08] 这个学期咱们学生理学科
[01:41:09] 你会做一个实验
[01:41:10] 叫离体的挖心惯例
[01:41:12] 你在实验中看一下
[01:41:14] 你要把挖心的惯例
[01:41:16] 也扔实验
[01:41:17] 加点无钙液体进去
[01:41:18] 没有钙
[01:41:19] 心脏很快就停跳了
[01:41:21] 但是这个实验中
[01:41:23] 你通过另外一个极端方法看一下
[01:41:25] 你要给它加上一个高模组钙
[01:41:26] 它也停止跳动了
[01:41:28] 所以生理学实验中发现
[01:41:30] 高钙
[01:41:30] 或低钙
[01:41:31] 心脏都会停跳
[01:41:33] 停搏
[01:41:34] 没有钙的时候
[01:41:35] 膜外没有钙内流
[01:41:37] 膜内没有钙释放
[01:41:38] 你把CICR给打断了
[01:41:40] 生理学专业术语
[01:41:42] 无钙环境下
[01:41:43] 心脏不收缩
[01:41:44] 专业术语叫做
[01:41:45] 兴奋和收缩的脱欧连
[01:41:49] 没有钙是不收缩的
[01:41:51] 只兴奋不收缩
[01:41:51] 钙太高
[01:41:53] 只收缩不舒张
[01:41:54] 因为钙太高
[01:41:55] 激发膜内钙释放以后
[01:41:57] 钙泵就把钙移出不掉了
[01:41:59] 所以下面这个
[01:42:00] 就是
[01:42:00] 极端的钙释放
[01:42:01] 基础怎么能舒张
[01:42:01] 需要LSR膜上钙泵
[01:42:04] 把钙离子泵回到机制网内
[01:42:06] 基础才能舒张
[01:42:07] 你要把心脏放在一个高钙中
[01:42:09] 也能钙泵就泵不动
[01:42:10] 钙太多
[01:42:11] 泵不完
[01:42:12] 心脏只收缩不舒张
[01:42:14] 这个实验你在
[01:42:15] 这个学习能看到
[01:42:16] 高钙环境下
[01:42:18] 心脏停跳了
[01:42:19] 停在什么时候
[01:42:20] 不能舒张
[01:42:21] 停在收缩期
[01:42:23] 生理学上叫石头性
[01:42:25] 像块小石头一样
[01:42:27] 心脏变得很硬
[01:42:28] 又叫钙浆
[01:42:29] 就钙粒子呀
[01:42:30] 钙一样
[01:42:31] 因为钙
[01:42:32] 造成心脏
[01:42:33] 钻一钻止
[01:42:34] 高钙浓度
[01:42:36] 心脏就钙浆
[01:42:37] 石头性了
[01:42:38] 低钙环境
[01:42:39] 心脏就舒张
[01:42:40] 不会收缩
