# 源音频：P06-生理学本科教学及考研基础课 p06 细胞电1.m4a
# 时长：5671s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好,同学们,咱们上节课在这儿简单看了几个有关静息电位的概念,
[01:26:00] 说你也不听,
[01:26:01] 人会得到用的时候,
[01:26:02] 才会长进气,
[01:26:03] 嗯,
[01:26:04] 往下看啊,
[01:26:05] 这是换了个方式描述动作的方式,
[01:26:09] 就是,
[01:26:10] 在你期间啊,
[01:26:11] 模特的进气性变化,
[01:26:13] 你看这画了三条线,
[01:26:14] 这是G纳,
[01:26:15] 这是G甲,
[01:26:16] 它在时间横轴上给你看,
[01:26:18] 给你形象,
[01:26:19] 这个最大的图是,
[01:26:20] Action,
[01:26:21] 跑太阳水动作点位,
[01:26:22] 发现接受刺激以后,
[01:26:24] 首先是膜,
[01:26:25] 对哪通透性突然增加之后,
[01:26:28] 哪块是你流去激化,
[01:26:30] 等去激化结束差不多,
[01:26:31] 膜对甲通透性也搭了,
[01:26:33] 那么甲就开始外流负激化,
[01:26:35] 然后慢慢进入负后点位,
[01:26:38] 正后点位,
[01:26:39] 这两个您则还记得吧,
[01:26:40] 动作点位是,
[01:26:41] 封点位和后点位,
[01:26:43] 两部分构成的,
[01:26:45] 那么封点位后点位什么情况,
[01:26:47] 咱们一会儿接着再往下说,
[01:26:49] 在这儿你能看到,
[01:26:50] 接受刺激以后啊,
[01:26:51] 刺激之药合适,
[01:26:52] 适应刺激以后,
[01:26:53] 膜有一个快速纳内流,
[01:26:55] 时间相当快,
[01:26:57] 您看单位是毫秒啊,
[01:26:59] 这是0.5,
[01:27:00] 这是1.0,
[01:27:01] 这中间这一段是0.5毫幅,
[01:27:03] 再看趋激化,
[01:27:04] 动作点位,
[01:27:05] 多长时间,
[01:27:06] 实际上0.1个毫秒都用不了,
[01:27:09] 0.1个,
[01:27:10] 0.2个毫秒足够了,
[01:27:11] 时间相当短,
[01:27:12] 复激化也很短,
[01:27:13] 从这开始就从这算吧,
[01:27:15] 这算是勉强算个0.6,
[01:27:17] 0.6,
[01:27:18] 0.7的样子,
[01:27:19] 到这也完全解,
[01:27:20] 0.7,
[01:27:21] 1.7,
[01:27:22] 如果说不到一个毫秒就趋激化了,
[01:27:25] 那么不到一个毫秒也复激化了,
[01:27:27] 动作点位的趋激化,
[01:27:28] 复激化速度是相当快的,
[01:27:30] 图上因为横轴是时间轴,
[01:27:32] 上升快,
[01:27:33] 下降快,
[01:27:34] 很尖锐,
[01:27:35] 所以我们把这一段叫封点位,
[01:27:39] 读的多了,
[01:27:40] 读算了,
[01:27:41] 读书思考,
[01:27:42] 听课做题,
[01:27:43] 再读书再思考,
[01:27:44] 慢慢就听懂了,
[01:27:46] 电活动确实难,
[01:27:47] 说老师我压根没听懂,
[01:27:49] 不奇怪啊,
[01:27:50] 不奇怪,
[01:27:51] 太难了,
[01:27:52] 但是期末考试现在得懂一点,
[01:27:54] 为什么?
[01:27:55] 你得考试及格呀,
[01:27:56] 将来到了大三大四大五之后,
[01:27:58] 这个地方就要拿来拥了,
[01:28:00] 那个时候不会也不行,
[01:28:01] 所以伴随着年龄成长,
[01:28:03] 过一两年之后学别的学科,
[01:28:05] 咱们的戒戒能力强了,
[01:28:07] 他山之石可以公寓,
[01:28:10] 长一岁,
[01:28:11] 不但长年龄,
[01:28:12] 也长智能,
[01:28:13] 领悟力高,
[01:28:14] 慢慢就懂了,
[01:28:15] 嗯,
[01:28:16] 我先翻过去,
[01:28:18] 这是刚才咱们讲的patch,
[01:28:20] 我拿一个很小的一个电极,
[01:28:23] 在细胞膜上清晰给个负压吸一下,
[01:28:25] 你还记得细胞膜长什么样子不?
[01:28:27] 液态的镶嵌模型,
[01:28:30] 它就像个肥皂泡一样,
[01:28:31] 所以这个电极只要和细胞膜吸的足够紧,
[01:28:33] 拿手一拉,
[01:28:34] 把膜就揪下来,
[01:28:35] 体会一下,
[01:28:36] 这个电极吸了一块细胞膜,
[01:28:38] 揪下来,
[01:28:39] 拿到实验室看一下,
[01:28:41] 这个电极外面,
[01:28:42] 这就是细胞膜的内表面,
[01:28:43] 内表面,
[01:28:44] 电极里边是细胞膜的外表面,
[01:28:47] 我要从这个电极里边灌点液体,
[01:28:49] 能看物质怎么从膜外到膜内,
[01:28:51] 我要把这个膜搁到这儿,
[01:28:53] 往这儿加点液体,
[01:28:54] 就能看物质怎么从膜内到膜外,
[01:28:57] 这个实验还是很有意思的,
[01:28:59] 这就花了这么个实际图,
[01:29:01] 给个负压,
[01:29:02] 把这一块细胞膜给它吸一下,
[01:29:04] 那么这个时候你去观察一下,
[01:29:06] 你不需要给它刺激,
[01:29:07] 膜上有很多通道,
[01:29:08] 你随便记录,
[01:29:09] 这儿吸一片,
[01:29:10] 这儿吸一片,
[01:29:11] 你吸完之后就看到,
[01:29:12] 你不用管它,
[01:29:13] 这个电,
[01:29:14] 电得有通道呀,
[01:29:15] 一会啪放一下电,
[01:29:16] 一会啪放一下电,
[01:29:17] 你比如做了这么几十个细胞,
[01:29:19] 搁一起看一看,
[01:29:20] 发现这些细胞你不用管它,
[01:29:23] 它都在自发放电,
[01:29:25] 但你要给它一个刺激的话,
[01:29:27] 它会集中放一下电,
[01:29:29] 你不刺激它,
[01:29:31] 它也在放电,
[01:29:32] 它刺激以后,
[01:29:33] 它会按照刺激集中放电,
[01:29:36] 膜上有很多通道,
[01:29:38] 通道有很多,
[01:29:39] 通过接触刺激能集中打开,
[01:29:42] 所以这个实验想反映一下,
[01:29:44] 你怎么知道取机化是,
[01:29:46] 那粒子通过电压目共通道内流的,
[01:29:48] 这个实验就看看,
[01:29:49] 膜上长没长通道,
[01:29:51] 不像刚才那个电压切的技术去看看,
[01:29:54] 取机化是不是那内流的,
[01:29:56] 我把那阻断,
[01:29:57] 不内流就没有那下内流,
[01:29:58] 把假阻断不外流就没办法内流,
[01:30:00] 可见,
[01:30:01] 内流是那内流实现的,
[01:30:03] 外流是假外流实现的,
[01:30:05] 为什么说动作点位这一块,
[01:30:07] 动作点位这一块,
[01:30:08] 更多内容是在,
[01:30:09] 看实验原理,
[01:30:10] 说老师,
[01:30:11] 我就没有,
[01:30:12] 我加个TTX,
[01:30:13] 那就没有内流,
[01:30:14] 就没取机化,
[01:30:15] 加什么还复机化,
[01:30:16] 哎,
[01:30:17] 在实验室中,
[01:30:18] 膜取机化,
[01:30:19] 不需要劳您打架,
[01:30:21] 不需要拿内流,
[01:30:22] 用电压切的技术,
[01:30:24] 扭一下旋钮,
[01:30:25] 找你,
[01:30:26] 它就从复流式变成内流了,
[01:30:28] 对了,
[01:30:29] 是机器拉走的,
[01:30:30] 因为机器能拉动膜的电位变化,
[01:30:33] 所以把这台机器,
[01:30:35] 叫做Volted Clamp,
[01:30:37] 叫电压切的,
[01:30:38] 让它前置技术,
[01:30:40] yes,
[01:30:41] 这一样,
[01:30:44] 这你是记录了很多单通道,
[01:30:46] 记录完之后,
[01:30:47] 给刺激,
[01:30:48] 哎,
[01:30:49] 记录放电,
[01:30:50] 但如果加了绿色卡因以后,
[01:30:51] 就不放电了,
[01:30:52] 绿色卡因,
[01:30:53] 咱们大小朋友不知道,
[01:30:54] 这是临床最通的一个局部麻醉药,
[01:30:55] 麻醉药,
[01:30:56] 用麻醉神经细胞膜,
[01:30:57] 麻醉神经细胞不兴奋,
[01:30:59] 拿针扎一下手,
[01:31:00] 就不疼了,
[01:31:01] 记录,
[01:31:02] 不是针没有扎着,
[01:31:03] 不是针扎的不疼,
[01:31:04] 是打了麻醉药之后,
[01:31:06] 感觉不到针把你扎疼了,
[01:31:09] 所以你说感觉得多不靠谱,
[01:31:11] 看着人家拿针扎我,
[01:31:12] 我就是不疼,
[01:31:13] 你说我傻呀,
[01:31:14] 感觉太不靠谱,
[01:31:18] 还是相信理性吧,
[01:31:22] 火星太冷,
[01:31:23] 地球暖和点,
[01:31:24] 这个图就是非常详细的阐述了一下,
[01:31:27] 一个点M红通道呀,
[01:31:29] 它的活动,
[01:31:30] 近期的时候,
[01:31:31] 我们一般认为点M红脑通道,
[01:31:33] 有两扇门,
[01:31:34] 一个叫M门,
[01:31:35] 叫激活门,
[01:31:36] 一个叫H门,
[01:31:37] 失火门,
[01:31:38] 所以后面这还有动态图,
[01:31:40] 我回头给同学们放这看一下,
[01:31:42] 给一个点S刺激以后呀,
[01:31:43] M门就移到通道外门,
[01:31:47] 这个时候H门,
[01:31:48] 你看啊,
[01:31:49] 近期的时候,
[01:31:50] M门在通道里边,
[01:31:51] H门在通道外面,
[01:31:53] 带有些尾巴,
[01:31:54] 那么接触刺激的时候,
[01:31:55] 什么叫激活,
[01:31:56] M门打开了,
[01:31:57] H门还没有关上,
[01:31:59] 那就开始内流,
[01:32:01] 这叫激活,
[01:32:02] 但是这个激活过程时间很短,
[01:32:04] 大概不到一个毫秒时间,
[01:32:06] H门一看M门不在,
[01:32:07] 它先往一甩,
[01:32:08] 就拍,
[01:32:09] 一拍上去以后,
[01:32:10] M门就开了,
[01:32:11] M门出去了,
[01:32:12] H门进来了,
[01:32:13] 这个状态叫失火,
[01:32:16] 那么什么时候,
[01:32:17] 在百岁细胞膜复极化的时候,
[01:32:19] M门再回来,
[01:32:20] H门再出去,
[01:32:21] M门回来,
[01:32:22] H门出去,
[01:32:23] 是不是从这又恢复成这个样子了,
[01:32:25] 所以这叫复活,
[01:32:27] 体会一下,
[01:32:29] 电压门控的那通道,
[01:32:31] 它的活动是三种状态,
[01:32:34] 静息,
[01:32:35] 激活,
[01:32:36] 失火,
[01:32:37] 三个状态,
[01:32:38] 和一个过程,
[01:32:40] M门再回来,
[01:32:41] 再进去,
[01:32:42] H门再出去,
[01:32:43] 变成静息点位,
[01:32:45] 从失火,
[01:32:46] 变回静息点位,
[01:32:47] 这个过程,
[01:32:48] 叫复活,
[01:32:49] 什么时候复活的,
[01:32:51] 伴随膜的复极化过程,
[01:32:53] 两个门变了一下,
[01:32:55] 复活了,
[01:32:56] 所以说我给同学们讲课,
[01:32:57] 我刻意一下,
[01:32:58] 说老师,
[01:32:59] 复活俩字怎么写,
[01:33:01] 复活的复,
[01:33:02] 就是复极化的复,
[01:33:04] 想让你背一下,
[01:33:06] 通道什么时候复,
[01:33:07] 我就不知道,
[01:33:08] 老师它怎么就复活了,
[01:33:09] 在膜点位复极化的时候,
[01:33:11] 通道自然就复活了,
[01:33:12] 换句话,
[01:33:13] 说要复极化没有完成,
[01:33:14] 你就复活不了,
[01:33:15] 因此又回到刚才去了,
[01:33:17] 动作点位在风电位里边,
[01:33:20] 风电位没有结束的时候,
[01:33:21] 你给任何刺激,
[01:33:23] 也不能产生第二次动作点位,
[01:33:26] 所以咱们动作点位,
[01:33:27] 是脉冲式发生的,
[01:33:28] 为什么,
[01:33:29] 因为在风电位时间内部,
[01:33:31] 通道还是活着,
[01:33:33] 过了风电位之后,
[01:33:34] 为什么能第二次了,
[01:33:35] 风电位之后,
[01:33:36] 细胞膜复极化差不多了,
[01:33:37] 通道已经静息了,
[01:33:39] 就被用了,
[01:33:40] 这会再给刺激,
[01:33:41] 就可能会再打开,
[01:33:42] 被用了,
[01:33:44] 激活,
[01:33:45] 失火,
[01:33:46] 复活,
[01:33:47] 不经过复活的通道,
[01:33:49] 是不能够连续两次开放的,
[01:33:52] 因此在上一节课讲过一句话,
[01:33:56] 电压门控往往同时遵循着,
[01:34:00] 时间门控的特性,
[01:34:02] 你不过那么一两个毫秒,
[01:34:03] 不把松脉的复极化,
[01:34:05] 你复活不了,
[01:34:06] yes,
[01:34:07] 动作点位这个地方,
[01:34:08] 我一边讲一边在想,
[01:34:09] 这对本科生大二同学来说,
[01:34:12] 确实有难度,
[01:34:13] 有时候我老开玩笑,
[01:34:14] 不是我讲的,
[01:34:15] 我讲难了,
[01:34:16] 是你想简单了,
[01:34:17] 因为知识本身就是这么难,
[01:34:20] 嗯,
[01:34:21] 先往下走啊,
