# 源音频：P24-生理学本科教学及考研基础课 p24 循环-调节.m4a
# 时长：5777s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,这样咱们就接下来安心的读一下心血管活动调节。
[01:25:26] 一个失业动物打生长血组
[01:25:28] 强行让这个心脏会加强
[01:25:29] 它是这样的过程很好玩
[01:25:31] 教材这样说的
[01:25:32] 在给失业动物慢慢注入生长血组过程中
[01:25:35] 仔细观察
[01:25:37] 发现
[01:25:37] 小动物的血压先微微有点降低
[01:25:40] 之后又微微有点升高
[01:25:43] 总体的血压比好不大
[01:25:45] 为什么会这样
[01:25:47] 世界上血压微微降低
[01:25:49] 是生长血组激活β2实现的
[01:25:52] 微微有点升高是激活α1
[01:25:55] 那么是先降压后升压的
[01:25:57] 说明
[01:25:59] 说明呀
[01:26:00] β2受体比α1受体的敏感性高
[01:26:04] 你个失业动物打药
[01:26:05] 刚刚开始打
[01:26:07] 这个血液中药物的浓度比较低
[01:26:10] 浓度低的时候谁兴奋了
[01:26:11] β2
[01:26:12] 所以它降压血管负胀
[01:26:14] 继续打药慢慢α1也兴奋
[01:26:16] β2和α1都兴奋之后为什么升压了
[01:26:19] 说明我们缺生的血管α1的分布的总量和密度比β2多
[01:26:24] 两人都兴奋的时候表现是α1
[01:26:27] 一个人兴奋的时候表现是β2
[01:26:30] β2先兴奋的
[01:26:32] 但α1更强
[01:26:35] 来的晚的β就没力
[01:26:38] 这个意思
[01:26:39] 就这个两个点的话
[01:26:40] 这块差不多了
[01:26:44] 再下来还有一个非常重要的激素
[01:26:46] 就是著名的康利尿激素
[01:26:48] 所以我记得是从我是从第二版生理学开始学习
[01:26:52] 第三版当老师的
[01:26:54] 现在是第九版
[01:26:55] 所以原来教材上康利尿激素ADH在圣诞讲就叫ADH
[01:26:59] 到了七版书以后加了个名字ADH语叫VP血管加压素
[01:27:04] 这两个东西
[01:27:05] 生理学老师写书老师们俩同时写
[01:27:07] 就老不明白
[01:27:08] 你这样子今天备注一下同学们
[01:27:10] 生理学中这个物质叫ADH康利尿激素
[01:27:14] 病理学中叫VP
[01:27:16] 什么意思
[01:27:17] 教材世界上就算九版书不明朗
[01:27:19] 八年三版都学很明了
[01:27:21] 生理情况下的ADH就一个作用康利尿
[01:27:25] 但是在人体发生一些病理情况
[01:27:27] 严重缺氧严重低用量休克
[01:27:29] 这个情况下
[01:27:30] 他就不但能够康利尿还能强烈收缩外周血管产生生涯效应
[01:27:35] 一定注意这个化学物质
[01:27:37] 生理学上叫ADH
[01:27:39] 病理学上叫VP
[01:27:41] 这是一个第二个这个要在这儿
[01:27:44] 这个激素在这儿
[01:27:45] 咱们简单想
[01:27:46] 圣早我要强调的
[01:27:47] 这个激素
[01:27:48] 内蜂蜜还要强调
[01:27:49] 是一个最最经典的神经激素
[01:27:52] 什么意思
[01:27:53] 这个跑而哪来的
[01:27:55] 来自于夏秋脑的世上和和世旁说
[01:27:58] 你说你一个神经核桃
[01:27:59] 你不好好给人去发生反射
[01:28:02] 他跟人没事合成激素
[01:28:03] 他讨厌
[01:28:04] 还没有完
[01:28:05] 他这两个核桃合成好这个激素
[01:28:07] 以后
[01:28:08] 并没有直接释放入血
[01:28:10] 通过夏秋脑垂体术去哪里了
[01:28:12] 储存在垂体后页
[01:28:14] 这是考点
[01:28:16] ADH哪来的
[01:28:18] 垂体后页
[01:28:19] 垂体后页合成不
[01:28:20] 垂体后页是库房
[01:28:21] 夏秋脑合成好了以后
[01:28:23] 保存在垂体后页
[01:28:25] 所以这个激素
[01:28:26] 再加上催产素
[01:28:28] 叫缩工素
[01:28:29] 我们临床上合成为垂体后页素
[01:28:32] 不管是
[01:28:33] 在呼吸科给一个咖血的人打这个药
[01:28:37] 还是产生的
[01:28:38] 两个给一个准妈妈打催产素
[01:28:41] 这是同一个东西
[01:28:42] 临床给的都是谁啊
[01:28:44] 垂体后页激素
[01:28:45] 那么这个激素释放入血以后
[01:28:47] 他有两类不同受体
[01:28:48] 长一类长的血管平滑剂
[01:28:50] 是一类长在肾脏的特别是内隧部的集合管上批
[01:28:54] 去触发肾脏的集合管对血的通透性通过而去
[01:28:59] 就通道
[01:29:00] 所以最用到肾脏时候就是卡临药
[01:29:02] 做的血管的时候就是加压
[01:29:04] 带药助益
[01:29:05] 正常浓度的时候只有卡临药
[01:29:07] 浓度很高
[01:29:08] 所以这种血管平滑剂是最有用的
[01:29:08] 才所学过
[01:29:09] 所以咱们说生理学上叫ADH
[01:29:12] 病理学上叫VT
[01:29:14] 那么这个东西为什么就能够合成释放出来
[01:29:18] 从生理学角度看
[01:29:19] 只有一个次级营素
[01:29:20] 血浆的晶体渗透压
[01:29:23] 这个内容放到肾脏
[01:29:25] 我进一步再探讨
[01:29:26] 这主要听一下
[01:29:27] 听一下
[01:29:28] 为什么一个肾脏的激素在血液里边
[01:29:31] 循环系统写出来
[01:29:32] 因为在病理情况下
[01:29:33] 它确实具有很好的生涯效应
[01:29:36] 换句话说
[01:29:37] 高血压病
[01:29:38] 是不能打的
[01:29:38] 垂体后也素的
[01:29:39] 对了
[01:29:40] 生涯效果大连线
[01:29:41] 医药力浓度
[01:29:42] 生涯
[01:29:43] 生理浓度
[01:29:44] 卡临药
[01:29:45] 所以它是一个激素
[01:29:47] 两个情况下的话
[01:29:49] 两种不同的作用
[01:29:50] 这样的
[01:29:52] 先听过再说了
[01:29:53] 只是一个神经激素
[01:29:54] 垂体后也储存的
[01:29:56] 再下来在体液条件中
[01:30:02] 还有一组就所谓的血管内皮
[01:30:03] 所学到这儿就发现
[01:30:05] 我们的血管有外膜
[01:30:07] 有中膜
[01:30:08] 就是平滑基层
[01:30:09] 还有内膜
[01:30:09] 内膜就是血管内皮
[01:30:11] 要注意
[01:30:11] 血管内皮可不是内称
[01:30:13] 你血管胸患发现
[01:30:15] 血管内皮
[01:30:15] 是人体最大的一个内蜂蜜组织
[01:30:18] 合成释放各种生物活性物质
[01:30:20] 现在叫它是
[01:30:21] EBCF
[01:30:21] 就是内皮越性的输酸因子
[01:30:23] EBRF
[01:30:24] 输胀因子
[01:30:27] 还有EDHF
[01:30:28] 内皮越性的超激化因子
[01:30:30] 通过这个假敏感的
[01:30:32] 该敏感的假通道
[01:30:33] 让细胞化成超激化
[01:30:35] 让血管输胀
[01:30:36] 这东西乱套了
[01:30:37] 大概都
[01:30:38] 所有血管物质
[01:30:39] 比如说
[01:30:39] 有内皮素
[01:30:41] 输血化物质
[01:30:42] 输血化的物质
[01:30:43] 主要指的还是氧化氮
[01:30:45] 主要还是氧化氮
[01:30:46] 它的化加在细胞内部
[01:30:48] 通过它这个
[01:30:49] 咱们在细胞内的一张血过
[01:30:50] 叫基蛋白
[01:30:51] 叫CGMC
[01:30:53] 一个老氧酸
[01:30:55] 一个鸟肝酸化化酶受体
[01:30:57] 鸟肝酸化化酶受体
[01:30:59] GC
[01:31:00] 通过它让
[01:31:01] 平滑基细胞内部产生CGMC
[01:31:03] 再去让
[01:31:04] 基础蛋白发生氢点能酸化
[01:31:06] 发生平滑基细胞的输胀
[01:31:08] 到底输血化效应
[01:31:09] 是这样
[01:31:10] 所以这个地方
[01:31:11] 没有被无所谓
[01:31:12] 你就记住
[01:31:13] 至于所谓的EDRF
[01:31:15] 内皮液性的输胀因子
[01:31:17] 还有内皮素
[01:31:18] 所谓的内皮液性的收缩因子
[01:31:20] Vasocontindictor
[01:31:23] 这么一个factor
[01:31:24] EDCF
[01:31:25] 内皮素是咱们已知的
[01:31:27] 一个很强烈的
[01:31:27] 输血化物质
[01:31:28] 是内皮细胞合成
[01:31:29] 释放的21个氨基酸
[01:31:30] 过来的一个多胎
[01:31:31] 你像刚才
[01:31:32] 锦囊素2是个8胎
[01:31:33] 锦囊素3是个7胎
[01:31:35] 2 3 4 5 6 7 8
[01:31:36] 它这样一些东西
[01:31:37] 这个先听一下
[01:31:38] 输血化
[01:31:39] 输血化
[01:31:39] 另外这儿
[01:31:40] 纠绑数加了一个EDHF
[01:31:42] 叫内皮液性的超激化因子
[01:31:45] 起码知道
[01:31:46] 内皮有三大类物质
[01:31:48] 缩血化物质
[01:31:49] 输血化物质
[01:31:50] 超激化物质
[01:31:50] 三大类
[01:31:51] 再下来还有
[01:31:53] 著名的辛达钛
[01:31:54] 辛房钠尿钛
[01:31:56] 主要来自辛房
[01:31:57] 辛氏基还有
[01:31:58] BMP
[01:31:59] BMP
[01:32:00] 叫
[01:32:00] 输血化物质
[01:32:01] 这些物质主要是
[01:32:03] 减少心脏播出量
[01:32:05] 心理减慢
[01:32:06] 来着血管疏张
[01:32:07] 另外引发
[01:32:08] 肾脏的排水盘纳增加
[01:32:10] 降低血浓量
[01:32:11] 降低血压
[01:32:12] 它这个特别是在
[01:32:13] 一个心衰病人
[01:32:14] 淤血时候
[01:32:15] 作用非常重要
[01:32:16] 所以咱们现在
[01:32:17] 学生理学不强调
[01:32:18] 到内科学注意一下
[01:32:19] 一个心衰病人物
[01:32:21] 抽血化
[01:32:22] 有他的AMC水平
[01:32:23] 一个患者
[01:32:25] 血液中AMC越高
[01:32:27] 表明患者心衰
[01:32:29] 就越重
[01:32:30] 这是临床
[01:32:31] 很实用的一个指标
[01:32:32] 很实用
[01:32:33] 这么个指标
[01:32:34] 听过就好了
[01:32:35] 差不多这样的话
[01:32:37] 心血化活动的
[01:32:38] 体验调节
[01:32:39] 从
[01:32:40] RAS系统
[01:32:41] 到生涯药
[01:32:42] 还是强性药
[01:32:44] 到
[01:32:44] 是VP
[01:32:46] 还是ADH
[01:32:47] 就是是
[01:32:48] 加压素
[01:32:48] 还是
[01:32:49] 康林药剂素
[01:32:50] 然后又到内皮
[01:32:52] 那些活性物质
[01:32:54] 组化他的一个AMC
[01:32:55] 其实
[01:32:56] 体验调节里边
[01:32:57] 还有谁啊
[01:32:58] 基态还基态
[01:32:58] 所以在RAS里边
[01:33:00] 提了一下
[01:33:00] 这个ACE
[01:33:01] 在基态系统
[01:33:03] 叫基态内二
[01:33:04] E
[01:33:05] 这个促进
[01:33:06] 怀孕态释放
[01:33:07] 降减
[01:33:07] 这么个样子
[01:33:08] 再下来
[01:33:10] 心血化活动的体验
[01:33:10] 还有最后一条
[01:33:11] 有关
[01:33:11] 这个
[01:33:12] 心血化系统的
[01:33:13] 所谓的自身条件
[01:33:15] 这些一种就是
[01:33:17] 基因学说
[01:33:18] 你还生长血化
[01:33:19] 它就是这样的
[01:33:20] 老血化
[01:33:21] 生血化比较多
[01:33:21] 特别生血化
[01:33:22] 比较多
[01:33:23] 第二个就代谢血说
[01:33:24] 代谢血化的话
[01:33:25] 特别是在微动脉这
[01:33:27] 我们旧版书
[01:33:28] 带了一嘴
[01:33:28] 八年三版书
[01:33:29] 这查出比较清楚
[01:33:30] 有很多条微动脉
[01:33:32] 微动脉到微静脉
[01:33:33] 直接构成
[01:33:34] 就会同步
[01:33:35] 微动脉再往下走
[01:33:36] 还有后微动脉
[01:33:37] 还往血化前块位置
[01:33:38] 还正往血化
[01:33:39] 所以实际上
[01:33:40] 谈到心血化的微胸环
[01:33:42] 这样
[01:33:42] 它的条件是两块
[01:33:44] 一块是微动脉的自身条件
[01:33:46] 条件整个的一个微胸环
[01:33:48] 这个主要是通过
[01:33:49] 代谢血说实现的
[01:33:51] 代谢微产物
[01:33:52] 一个是毛血化前块位基
[01:33:55] 还有后微动脉
[01:33:57] 所以我们教材很谨慎
[01:33:59] 说微动脉和毛血化前块位基
[01:34:01] 是代谢微产物
[01:34:03] 后微动脉
[01:34:04] 更多的可能是受到
[01:34:05] 局部低氧的刺激
[01:34:07] 低氧是
[01:34:08] 供氧不足
[01:34:09] 并不是代谢微产物
[01:34:11] 所以有些时候
[01:34:12] 我们地方产生比较吸引
[01:34:13] 吸引不吸引
[01:34:14] 不管它了
[01:34:14] 你这样听一下
[01:34:15] 安静情况下
[01:34:17] 我的身体只有大约
[01:34:18] 百分之二十到二十五的
[01:34:20] 毛血化是开放的
[01:34:21] 为什么
[01:34:21] 主要是局部的
[01:34:23] 代谢微产物
[01:34:24] 自身条件的结果
[01:34:27] 血化有这样的增长
[01:34:29] 心脏也有
[01:34:30] 呼应血量改变了
[01:34:32] 通过所有的
[01:34:32] 异常自身条件
[01:34:33] 是吧
[01:34:34] 然后还有所有的
[01:34:35] 登场自身条件
[01:34:36] 这样一些
[01:34:37] 心脏和血管
[01:34:38] 是基于
[01:34:38] 自身条件的
[01:34:39] 在这一次学习的时候
[01:34:41] 有这样一个初步的印象
[01:34:43] 咱们学部也特别啰嗦
[01:34:45] 嗯
[01:34:45] 也这样
[01:34:46] 在整个心脏系统中
[01:34:47] 应该说还有一块东西
[01:34:49] 叫器官循环
[01:34:50] 器官循环
[01:34:50] 在本科教学系统中
[01:34:52] 没有专门谈
[01:34:53] 这个内容
[01:34:53] 我到下一节
[01:34:55] 因为在B站上
[01:34:56] 我可能要讲一个
[01:34:57] 考研基础课
[01:34:59] 到那我把知识点
[01:35:00] 再扩展一下
[01:35:01] 对于咱们这么一个
[01:35:02] 本科教学的
[01:35:03] 这个课程来说
[01:35:05] 讲到这一块
[01:35:06] 循环系统应该结束了
[01:35:07] 结束我是看了看
[01:35:08] B站后面的同学
[01:35:10] 一直催促
[01:35:11] 说老师呀
[01:35:11] 消化消化消化
[01:35:12] 能不能说肾脏肾脏肾脏
[01:35:14] 足以老师知道
[01:35:15] 在生理学学习过程中
[01:35:16] 消化系统难度
[01:35:18] 和肾脏难度比起来
[01:35:20] 是不具有可比性的
[01:35:21] 肾脏生理学
[01:35:22] 那是相当的难
[01:35:24] 所以我看了一下
[01:35:25] B站的细节的位置
[01:35:26] 应该是
[01:35:26] 虚论我讲了
[01:35:27] 细胞讲了
[01:35:28] 血液没有
[01:35:29] 要先讲循环
[01:35:30] 呼吸我已经提前讲了
[01:35:32] 神经一动
[01:35:32] 这样的话
[01:35:33] 下一节课
[01:35:34] 我把消化和血液
[01:35:36] 放一下解单
[01:35:37] 我今天录完
[01:35:38] 循环了
[01:35:39] 一会儿呀
[01:35:39] 我拿点时间出来
[01:35:40] 咱们先从肾脏开始更新
[01:35:43] 你们大概也正好
[01:35:44] 学到肾脏
[01:35:44] 它又难
[01:35:45] 把肾脏更新完之后呀
[01:35:47] 我反过去把血液
[01:35:49] 把能量代谢
[01:35:50] 把消化
[01:35:51] 我都补一补
[01:35:52] 看看还差哪个
[01:35:54] 差哪一块
[01:35:55] 在期末你们复习之前吧
[01:35:57] 这本书
[01:35:58] 我都录完
[01:35:59] 这样的话
[01:36:00] 下节课
[01:36:01] 咱们在肾脏生理学见
[01:36:03] 循环系统
[01:36:04] 就先告一段落
[01:36:05] 好了同学
[01:36:06] 下节课见
