# 源音频：P02-生理学本科教学及考研基础课 p02 细胞1.m4a
# 时长：6441s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,咱们接下来看生理学的本科教学这一块的内容,第二章,细胞的基本功能。
[01:22:23] 所以血压一高
[01:22:24] 血管就收缩
[01:22:25] 血压一低
[01:22:26] 血管就舒张
[01:22:27] 这样一个活动怎么实现的通过机械门的改动道
[01:22:32] 我们早期学习就是这样没有办法
[01:22:34] 细胞这张很难
[01:22:35] 这张内容为什么要一开始就学
[01:22:37] 因为从细胞开始往后
[01:22:39] 血液
[01:22:40] 循环
[01:22:40] 呼吸
[01:22:41] 消化
[01:22:41] 能带
[01:22:42] 肾脏一直往后走
[01:22:43] 我们一直要用到细胞这张内容
[01:22:46] 所以在基础课
[01:22:48] 我得说一句话同学
[01:22:49] 这个医学学习注意啊
[01:22:51] 可不是说这个学期结束
[01:22:52] 生理学学完把手扔了
[01:22:53] 可不敢
[01:22:54] 这个学期学完生理学是干什么
[01:22:56] 是为下个学期学习药理学打基础的
[01:23:00] 这样说
[01:23:00] 有没有认真的学过生理学
[01:23:02] 药理学打死你也学不下来
[01:23:04] 如果没有学过生理学和药理学
[01:23:06] 整段学你就没有机会学会
[01:23:08] 内科学你问也别问
[01:23:09] 所以
[01:23:10] 有时候医学生总是学到内科学才发现
[01:23:13] 大一大二不该玩
[01:23:14] 哎呀
[01:23:15] 好在你还知道了
[01:23:16] 有人博士都毕业了
[01:23:17] 还不知道
[01:23:17] 没法看
[01:23:19] 我怎么就不会看病
[01:23:20] 大学欠老科了
[01:23:22] 其实我们每个学期的学习是同等重要的
[01:23:26] 大学不光是学知识
[01:23:28] 大学最重要的是一个学生啊
[01:23:30] 一个年轻人
[01:23:31] 通过读大学
[01:23:32] 学会这一辈子不断获取更新知识的能力
[01:23:37] 这个能力没有学到
[01:23:39] 我有时候开玩笑说
[01:23:40] 这个玩给非
[01:23:41] 了
[01:23:42] 到大四大五的时候
[01:23:43] 大开书傻傻的
[01:23:44] 比如说学内外科
[01:23:46] 连个看电影都看不懂
[01:23:48] 每天就刷个韩剧
[01:23:49] 你吃了没有思密达
[01:23:50] 我要去吃思密达
[01:23:52] 该不开放思密达
[01:23:53] 张色思密达张口长思密达
[01:23:58] 你欺负别人看不懂韩剧是吧
[01:24:03] 不管他了
[01:24:04] 我这么一举例子
[01:24:05] 你听啊
[01:24:07] 通道一划扩散重点在通道通道有两个特性离子
[01:24:16] 选择性和门空特性
[01:24:18] 门空特性这里边重点是电压门口纳通道
[01:24:22] 他的活动有静息激活失火三共状态
[01:24:29] 以及将来从受了再恢复成静息的复活
[01:24:34] 这么一个复活的过程
[01:24:36] 嗯
[01:24:37] 刚才谈的是两种膜带位置介绍的一划扩散
[01:24:42] 在提华扩散和通道一号
[01:24:44] 过程嗯
[01:24:45] 接下来咱们得看另一块话题了
[01:24:48] 所谓的主动转运分为一划扩散和通道一划扩散
[01:24:48] 分为原发和技法primary和secondary
[01:24:53] 两种主动转运
[01:24:54] 两种主动转运
[01:24:55] 咱们一个往下看
[01:24:56] 先看原发性的主动转运
[01:24:58] 嗯
[01:24:59] 接着咱往下看
[01:25:01] 刚才谈过的你发现全都是一个物质啊
[01:25:05] 使用性也好
[01:25:06] 制中性也好
[01:25:06] 小分子
[01:25:07] 哎
[01:25:08] 借助或者不借助蛋白质
[01:25:09] 沿着浓度梯度或者电厂的一个梯度去狂摸转运
[01:25:15] 那显然你比如像咱们前提条件知道的一样
[01:25:19] 膜外哪浓度是膜内13倍
[01:25:21] 膜内的甲浓度是膜外的30倍
[01:25:23] 那么这样一旦膜外甲的自想回到膜内去
[01:25:26] 膜内哪的自想回到膜外
[01:25:28] 那就得逆着浓度梯度了
[01:25:30] 这个时候怎么办
[01:25:31] 所以咱们说在一个物质逆着浓度梯度或电位梯度
[01:25:36] 狂摸转运的时候
[01:25:37] 就需要额外消耗生物能ATP
[01:25:40] 所以为什么每天我们要吃饭啊
[01:25:42] 我就老开玩笑说
[01:25:43] 我们辛苦的每天吃饭
[01:25:44] 体内就养了一个爹
[01:25:45] 很拿假奔
[01:25:46] 实际上你学到这一块发现
[01:25:49] 在人体内部进行逆浓度梯度或电位梯度转运的
[01:25:52] 不光有钠钾粒子
[01:25:54] 还有氢粒子
[01:25:55] 还有钙粒子等等
[01:25:57] 所以实际上原发性不动转运
[01:25:59] primary active transport
[01:26:01] 实际上指的是三种粒子奔
[01:26:03] 钠奔
[01:26:04] 钙奔
[01:26:05] 质子奔
[01:26:07] 所以打耳小朋友不知道
[01:26:09] 慢慢学到消化系统以后
[01:26:10] 你学到胃液
[01:26:11] 它主要成分是胃酸
[01:26:13] 盐酸
[01:26:14] 盐酸这个氢粒子的来源
[01:26:16] 就是通过氢奔
[01:26:17] 也叫质子奔
[01:26:18] 主动转运
[01:26:19] 所以后面慢慢要你学啥
[01:26:21] 在20年以前
[01:26:22] 20多年了
[01:26:24] 咱们发明了一个药物叫奥美拉作
[01:26:27] 质子奔一直进
[01:26:28] 一直为粘膜B细胞分泌氢粒子
[01:26:32] 这样的话就不再分泌胃酸了
[01:26:34] 所以学完生理学以后
[01:26:35] 有一些基本常识
[01:26:37] 如果没有胃酸的破坏的话
[01:26:38] 为何食药职场就不会发生溃疡
[01:26:41] 所以讲和医者说
[01:26:43] 有了奥美拉作以后
[01:26:44] 没有人在意为溃疡这两个字
[01:26:47] 切胃
[01:26:47] 做手术
[01:26:48] 但是
[01:26:49] 现在在外科学上
[01:26:50] 切胃的病人并不少
[01:26:52] 实际上切胃的原因不是因为溃疡
[01:26:55] 而是由于溃疡时间久了以后
[01:26:57] 引发的各种别的一些麻烦
[01:27:00] 叫病发症
[01:27:01] 比如说溃疡时间久
[01:27:02] 老年人癌变了
[01:27:04] 溃疡引发胃失耳之痰
[01:27:06] 特别是幽门发生梗阻了
[01:27:08] 这个情况下不舒服不行
[01:27:10] 所以钠奔
[01:27:12] 钙奔
[01:27:13] 质子奔
[01:27:14] 这样的话题
[01:27:14] 在生理学一开始物质转运
[01:27:16] 就要开始学
[01:27:17] 离子奔
[01:27:19] 实质上是一个具有APP没火性的
[01:27:23] 载体蛋白质
[01:27:24] 就像一直说
[01:27:25] 你觉得这两年这个网络发达
[01:27:27] 你也能看到
[01:27:27] 人民解放军
[01:27:28] 比如说坦克装甲车是吧
[01:27:30] 包括很多的打起的榴弹炮
[01:27:32] 所以在你也看着抗日神剧
[01:27:35] 那会儿
[01:27:35] 日本人和咱们拔的军打仗
[01:27:36] 弄个小毛驴是吧
[01:27:37] 赶着毛驴赶着牛
[01:27:39] 拉一个小炮山炮到处跑
[01:27:41] 那个时候炮呀
[01:27:42] 是需要牲口拖着走
[01:27:43] 甚至拔的军战士更辛苦
[01:27:46] 到山头上和敌人打仗
[01:27:47] 没有牲口
[01:27:48] 就
[01:27:49] 把炮拆开
[01:27:51] 两三个战士背一个炮炮炮轮车轮车轱轱
[01:27:55] 有两人在抬一个钢管炮管
[01:27:57] 咱还有人背着两两两盒两发炮弹上山
[01:28:01] 所以那个时候是接扛人的
[01:28:03] 现在咱们大型的火火榴弹炮
[01:28:06] 都是带汽车
[01:28:08] 把炮装在汽车上
[01:28:10] 叫自行火炮
[01:28:11] 讲这么啰嗦干嘛
[01:28:12] 就说载体蛋白质
[01:28:14] 刚才看过葡萄糖的载体呀
[01:28:16] 就算载体呀
[01:28:17] 这些东西
[01:28:17] 哎
[01:28:18] 他没有那么多
[01:28:19] 能量
[01:28:19] 他需要不得他消耗能度差
[01:28:21] 推他
[01:28:22] 哎
[01:28:23] 但是这个
[01:28:24] 离死笨
[01:28:25] 也是个载体蛋白
[01:28:27] 他就能借助别人能量
[01:28:29] 为什么
[01:28:30] 因为他多了一个亚单位
[01:28:31] 叫ATP没的火性
[01:28:34] 就像给大炮
[01:28:35] 在专门装一台发动机
[01:28:37] 就叫自行火炮了
[01:28:38] 当然我这说的不一定很专业啊
[01:28:40] 意思就是
[01:28:41] 装在汽车上的大炮
[01:28:42] 哎
[01:28:43] 叫自行火炮
[01:28:44] 这我这个解释
[01:28:45] 有点省解释的意思
[01:28:46] 这样的话
[01:28:46] 这个蛋白质呀
[01:28:47] 就能够通过自己分解APP
[01:28:50] 把里边的磷酸解拿出来
[01:28:51] 能量使用
[01:28:53] 逆弩度体度
[01:28:54] 逆电场力
[01:28:55] 把一个物质
[01:28:56] 比如把那粒子
[01:28:57] 从膜内转出去
[01:28:58] 把膜内加粒子
[01:28:59] 把它抽回来
[01:29:00] 这样的
[01:29:01] 消耗能量
[01:29:02] 所以在里边注意
[01:29:03] 学的有时候
[01:29:04] 学很久
[01:29:04] 说老师不是消耗不消耗能量
[01:29:06] 不是消耗不消耗能量
[01:29:08] 注意是消耗或不消耗
[01:29:10] 生物能
[01:29:11] ATP
[01:29:12] 你拿结果不消耗能量
[01:29:14] 莫非气体分子扩散就不消耗能量
[01:29:16] 扩散消耗
[01:29:17] 消耗是气体的分压
[01:29:18] 气体能度差
[01:29:20] 对了消耗
[01:29:21] 那个是自然能量
[01:29:23] 这指的是生物能
[01:29:25] ATP
[01:29:26] 嗯
[01:29:27] 接着往下看
[01:29:28] 在原发的总管院里边
[01:29:29] 咱们这学一辈子音学
[01:29:31] 主要学的就是那甲本
[01:29:33] 但是咱们说还知道有钦本
[01:29:35] 有钙本等等
[01:29:36] 以那甲本为例吧
[01:29:38] 那甲本也叫那甲APP美
[01:29:40] 简称叫那本
[01:29:42] 那本这个东西长什么样子
[01:29:44] 这画了一个很好的摄影图
[01:29:46] 就像刚才一开始
[01:29:47] 咱们阐述那甲本呀
[01:29:48] 是啊
[01:29:48] 它有五个结合位点
[01:29:50] 所以这个东西叫转运体
[01:29:52] 叫载体不太合适
[01:29:53] 也论载体没问题
[01:29:54] 它怎么活动的
[01:29:55] 它工作一次呀
[01:29:57] 从膜内向膜外蹦出
[01:30:00] 转运三个钠
[01:30:01] 同时从膜外往膜内
[01:30:03] 转两个甲
[01:30:04] 膜外钠浓度是膜内的十二三倍
[01:30:07] 所以钠要从内部出去
[01:30:09] 得逆浓度体度
[01:30:10] 假如从外部回来
[01:30:12] 得逆三十倍浓度体度
[01:30:14] 钠逆着十二三倍
[01:30:15] 这没有能量它转不动
[01:30:17] 就像这个人
[01:30:18] 从一路往三路走的消耗能量
[01:30:20] 三路到一路我跳下去得了
[01:30:21] 但这不怕疼的话
[01:30:22] 我是说啊
[01:30:23] 我开玩笑的
[01:30:24] 所以三路去一路
[01:30:25] 为啥不额外消耗能量
[01:30:26] 因为重力作用
[01:30:28] 它有重力势能
[01:30:29] 一路到三路
[01:30:30] 你要刻不定修应力
[01:30:31] 就吃点懒头再上
[01:30:33] 要不饿得走不动
[01:30:34] 就这意思
[01:30:35] 但是这一转不要紧
[01:30:37] 你看这个摄影图
[01:30:37] 它转的不行坎
[01:30:39] 三个钠出去
[01:30:41] 两个甲进来
[01:30:43] 它转一次呀
[01:30:44] 膜上多出去一个正点和
[01:30:47] 你看到了没有
[01:30:48] 两个甲都是正的
[01:30:49] 三个正的出去
[01:30:50] 两个正的进来
[01:30:51] 一转
[01:30:51] 多出去一个正点和
[01:30:53] 这个现象转化了个虚线
[01:30:56] 这个现象我们称之为
[01:30:58] 钠蹦的生电作用
[01:30:59] 像发电机一样
[01:31:01] 钠甲蹦
[01:31:01] 带电的
[01:31:02] 对了
[01:31:03] 其实从这一节开始
[01:31:06] 就会第三节
[01:31:07] 细胞生物电在打基础
[01:31:10] 嗯
[01:31:11] 先往下听
[01:31:11] 通过消耗生物呢
[01:31:15] 密度度体度
[01:31:16] 把哪里都转到膜外
[01:31:18] 把甲里都转到膜内
[01:31:19] 这样一个方式
[01:31:21] 叫做远发性
[01:31:22] 主动转运
[01:31:23] 嗯
[01:31:24] 那么作为那本
[01:31:26] 除了这么一个转运表象的东西以外
[01:31:29] 它能干什么
[01:31:30] 所以实际上在达尔的本科教学呀
[01:31:32] 很多学校或者是大纲
[01:31:35] 没有专门要求
[01:31:36] 不要求的为一不重要
[01:31:38] 它只能说是
[01:31:39] 对于达尔的小朋友来说
[01:31:40] 你还用不了那么复杂
[01:31:42] 记住
[01:31:43] 要不重要能写书上吗
[01:31:45] 所以这个那本的主要作用呀
[01:31:47] 教材这给了几个总结
[01:31:48] 咱们教材
[01:31:49] 这就是我们的目标
[01:31:50] 这是可见一个总结
[01:31:51] 你大概读一下
[01:31:52] 比如说
[01:31:53] 细胞膜内高甲
[01:31:55] 是很多细胞内部的生化反应
[01:31:59] 所必须的
[01:32:00] 一旦细胞内部没有高甲的时候
[01:32:02] 很多生化反应进行不了
[01:32:03] 细胞代谢都出现障碍
[01:32:05] 这个内容现在你听不懂
[01:32:07] 你到什么时候能听懂啊
[01:32:09] 到学到内科学的时候
[01:32:10] 有个病
[01:32:11] 叫远发性缺乎同增多
[01:32:13] 由于这个缺乎同增多
[01:32:15] 细胞内部甲增多度太低
[01:32:17] 所以将来病人慢慢慢慢慢慢
[01:32:18] 他这个肾脏代谢就障碍
[01:32:20] 小寡都坏死
[01:32:22] 所谓讲课总说
[01:32:23] 源泉连发就能增多
[01:32:25] 明明是个高血压的病
[01:32:27] 但病人偏偏死于肾衰
[01:32:29] 细胞代谢障碍
[01:32:31] 这你不用背了
[01:32:32] 你也背不下了
[01:32:32] 你觉得少
[01:32:33] 你就听一下
[01:32:34] 膜内高甲是必须的
[01:32:35] 这要得保证膜内甲浓度
[01:32:37] 是膜外30倍
[01:32:38] 那甲泵保证的
[01:32:40] 第二个
[01:32:41] 那泵形成离子的不均衡分布
[01:32:44] 膜外那是膜内123倍
[01:32:46] 膜内甲是膜外30倍
[01:32:47] 这个分布就像三沙大坝一样
[01:32:49] 解了一个水
[01:32:50] 大坝
[01:32:51] 内外的水平面的海拔高度
[01:32:53] 然后通过水流
[01:32:55] 冲击发电机
[01:32:56] 产生电能
[01:32:58] 所以这个不均衡分布
[01:32:59] 是第三节
[01:33:00] 细胞生物变混的前提条件
[01:33:03] 你总说膜内哪浓度
[01:33:04] 膜外甲浓度
[01:33:06] 这个浓度差
[01:33:07] 这么来的
[01:33:08] 是那甲泵的
[01:33:10] 远发主动转运
[01:33:11] 产生
[01:33:13] 并且维持着
[01:33:14] 膜两侧
[01:33:15] 那甲粒子的浓度差
[01:33:18] 它不是贴身就有的
[01:33:20] 对了
[01:33:20] 第三个
[01:33:21] 刚才看过了
[01:33:21] 生电作用
[01:33:22] 第四个就是这儿要学习的
[01:33:24] 为激发性主动转运
[01:33:26] 提供能量
[01:33:27] 可见这儿没有写
[01:33:30] 你注意第五个
[01:33:32] 到下一张学业咱们用
[01:33:33] 你再反过来看那泵
[01:33:35] 这是一图
[01:33:36] 那甲泵一次转三个哪和两个甲
[01:33:39] 你体会一下
[01:33:40] 在细胞膜上
[01:33:42] 那甲泵的工作越强烈
[01:33:44] 膜内的离子数量越少
[01:33:47] 像公交车一样
[01:33:48] 每次每走一站
[01:33:49] 下去三个稍微两个
[01:33:50] 下去三个稍微两个
[01:33:52] 走了十站之后
[01:33:53] 车上比刚才就少了十个人
[01:33:55] 你要做二十站
[01:33:55] 差就没人了
[01:33:57] 那甲泵会让细胞内部的离子数减少
[01:34:01] 一旦学过第三章
[01:34:03] 学业生理学
[01:34:04] 你就知道我们用个词叫渗透压
[01:34:08] 什么是渗透压
[01:34:09] 是液体内部的溶质分子
[01:34:11] 构成的一个液体吸引水的能力
[01:34:15] 中学化学就学过
[01:34:16] 拿一杯浓烟水和一杯吸烟水
[01:34:19] 倒到一个放着厚厚的
[01:34:21] 一瓶绿质的大烧杯里边
[01:34:23] 中学做过这个实验啊
[01:34:25] 两升的一个大烧杯
[01:34:26] 主要拿口红的绿质把它隔开
[01:34:28] 把这个烧杯一投
[01:34:30] 比如说左边倒浓烟水
[01:34:32] 右边倒吸烟水
[01:34:33] 倒的时候
[01:34:34] 两边液平面是平的
[01:34:36] 你放讲台上放一会儿
[01:34:38] 液平面就不一样了
[01:34:39] 浓烟水内部
[01:34:41] 液平面就高
[01:34:42] 吸烟水液平面就低
[01:34:44] 浓烟水是能压高
[01:34:45] 它把吸烟水的水给吸走了
[01:34:48] 我们就利用这个原理做咸菜
[01:34:50] 做各种小菜
[01:34:51] 干嘛笑
[01:34:52] 现在这个季节秋冲夏末
[01:34:55] 哎
[01:34:56] 街上很便宜
[01:34:57] 买点黄瓜
[01:34:58] 你看回家有爷爷呢
[01:34:59] 或奶奶或者是姥姥姥爷呀
[01:35:01] 他们爱干这个事
[01:35:02] 他们一大筐大黄瓜大萝卜
[01:35:06] 拿大剪刀或拿刀子
[01:35:07] 夸夸
[01:35:08] 纵着拉成四个长条
[01:35:10] 把它拉完之后
[01:35:11] 拿一个小锣筐小筐子
[01:35:14] 往里边细细的码这么一层黄瓜条
[01:35:17] 然后买一袋盐
[01:35:19] 绿黄辣撒一层
[01:35:21] 码一层
[01:35:21] 黄花条撒一层盐
[01:35:23] 利用绿花那食盐的这个渗透能力吸引水的
[01:35:28] 你把你家里边搁一罐盐
[01:35:30] 早上起来也就结块了
[01:35:31] 为什么他吸水
[01:35:33] 所以你把黄花条中间撒上盐之后
[01:35:35] 这个盐就把黄花条的水给吸走了
[01:35:38] 这样放到阳台里上晒一下
[01:35:40] 太阳一晒
[01:35:42] 那把水一吸走
[01:35:43] 你切开是我们黄瓜水漏漏的
[01:35:46] 是吧
[01:35:46] 很新鲜走到咬到嘴里
[01:35:47] 咔嚓咔嚓
[01:35:48] 在想事
[01:35:48] 你把它撒上盐之后
[01:35:49] 晒一下
[01:35:50] 我就蔫了
[01:35:51] 黄花条撒一层盐之后
[01:35:51] 对着就又新又短
[01:35:53] 就像这个肉块
[01:35:56] 牛肉干
[01:35:57] 辣也辣不得
[01:35:58] 这样东西弄上一下晒一下午
[01:36:02] 晚上回来拿回来
[01:36:03] 往这个放花椒
[01:36:04] 放点大料
[01:36:05] 是吧
[01:36:05] 熬点这个香料水
[01:36:07] 再放点盐
[01:36:08] 放点这个酱油
[01:36:09] 放点醋
[01:36:10] 小盖一盖
[01:36:11] 明天早上拿出来
[01:36:12] 放点辣椒
[01:36:13] 一咬咔嚓咔嚓咔嚓
[01:36:15] 酸辣黄花条
[01:36:16] 新鲜出炉
[01:36:17] 黄花条怎么做
[01:36:19] 利用了一个化学上的原理
[01:36:21] 渗透鸭
[01:36:22] 渗透鸭
[01:36:22] 渗透鸭
[01:36:22] 说那么啰嗦干嘛老师
[01:36:24] 我说同学们
[01:36:25] 钠甲崩越工作
[01:36:26] 细胞内部的离子数越少
[01:36:29] 离子数越少
[01:36:30] 细胞内部吸引水的能力
[01:36:33] 就越差
[01:36:34] 水就被组织液吸走了
[01:36:36] 细胞就皱缩了
[01:36:39] 改个说法
[01:36:40] 钠甲崩是需要ATP来驱动的
[01:36:43] 一旦我们的一个细胞带些障碍
[01:36:46] 细胞内部没有ATP
[01:36:47] 钠甲崩驱动不起来
[01:36:49] 细胞内部没有离子往外走
[01:36:53] 内部的离子就多了
[01:36:54] 离子越多
[01:36:55] 细胞内部渗透鸭越高
[01:36:57] 就从细胞外部往里边吸引水
[01:36:59] 你发现了没有
[01:37:00] 一个细胞一旦带些障碍的时候
[01:37:02] 把水吸到细胞内
[01:37:04] 细胞就肿脏了
[01:37:05] 所以人体一受伤以后
[01:37:08] 受伤的部位总是水肿
[01:37:10] 你听懂没有
[01:37:11] 受伤的部位细胞受损伤
[01:37:13] 带些障碍
[01:37:15] ATP生成不足
[01:37:17] 钠甲崩不工作
[01:37:18] 水就被吸到细胞内就肿了
[01:37:21] 过了天慢慢细胞功能恢复了
[01:37:22] 钠甲崩不工作
[01:37:23] 钠甲崩重新开始驱动
[01:37:24] 把钠子给它蹦走了
[01:37:25] 钠走了水带着也没意思
[01:37:27] 水就走了
[01:37:28] 这是个什么原理啊
[01:37:30] 渗透原理
[01:37:32] 缺血就水肿
[01:37:34] 血病的血就动不
[01:37:37] 钠甲崩通过这样一个转运
[01:37:39] 能够保持细胞内部的渗透鸭
[01:37:43] 能保持渗透鸭
[01:37:44] 就不让细胞下跌于吸引水
[01:37:46] 能保持渗透鸭
[01:37:48] 就能保持细胞膜形态
[01:37:50] 和细胞溶解的稳定
[01:37:53] 好
[01:37:54] 好
[01:37:54] 这一节如果能听懂最好
[01:37:56] 没有听懂
[01:37:56] 起码你听说过
[01:37:58] 后面咱们要用
[01:37:59] 到后面的时候我重新讲
[01:38:01] 听懂就好了
[01:38:02] 所以钠甲崩有一个重要功能
[01:38:04] 能维持细胞的形态稳定
[01:38:05] 维持细胞内部渗透鸭的能力
[01:38:08] 不要过高
[01:38:09] 对了
[01:38:10] 钠甲崩作用是很荣耀的
[01:38:12] 而在这一节里边
[01:38:13] 咱们除了钠甲崩以外
[01:38:14] 还有氢崩
[01:38:15] 还有钙崩
[01:38:17] 到相应部分咱们再阐述
[01:38:18] 但是这不是流后的血管
[01:38:20] 你发现了没有
[01:38:21] 我们在讲什么
[01:38:23] 钠甲崩是把
[01:38:24] 我们的血管
[01:38:24] 摩内钠往外崩
[01:38:25] 摩外甲往回崩
[01:38:27] 但在这一块内容上面
[01:38:29] 刚刚讲通道
[01:38:30] 你还觉得通道干嘛去
[01:38:31] 是让钠进去
[01:38:33] 让甲出去
[01:38:34] 你突然到这儿发现
[01:38:37] 钠离子
[01:38:38] 在细胞膜上物质转运的时候
[01:38:40] 有两种不同的方法
[01:38:42] 摩外去摩内的时候
[01:38:44] 通道一块扩散
[01:38:46] 摩内到摩外的时候
[01:38:47] 原发性
[01:38:49] 主动转运
[01:38:50] 同一个物质
[01:38:52] 在膜上
[01:38:53] 因为转运方向不一样
[01:38:55] 转运方式也不一样
[01:38:58] 钠甲离子是这样
[01:39:01] 说浓度体度通道一块扩散
[01:39:02] 逆浓度体度
[01:39:03] 这要看见了
[01:39:04] 原发的总转运
[01:39:05] 那么设想
[01:39:06] 咱们在通道一块扩散
[01:39:07] 前面讲了载体一块扩散
[01:39:08] 葡萄糖就算
[01:39:09] 葡萄糖又如何
[01:39:11] 不用问
[01:39:12] 葡萄糖又载体一块扩散
[01:39:14] 那么就还有另一种
[01:39:15] 在集体需要的时候
[01:39:18] 在逆着浓度体度的时候
[01:39:20] 葡萄糖怎么转运的
[01:39:21] 打激发性
[01:39:23] 主动转运
[01:39:24] 就是这儿
[01:39:27] 激发性
[01:39:28] 主动转运
[01:39:29] 一定在学这个东西之前
[01:39:31] 这是我知道
[01:39:31] 是当然同学们学这一章
[01:39:33] 很难的一个点
[01:39:34] 有时候到期末考试
[01:39:35] 考一个名词解释
[01:39:36] 什么叫Secondary Active Transfer
[01:39:38] 的大不了
[01:39:39] 这儿注意
[01:39:39] 葡萄糖
[01:39:40] 刚才和Rammer举例子
[01:39:42] 载体一块扩散
[01:39:43] 雪浆中葡萄糖
[01:39:45] 又想进红色毛毛内去
[01:39:46] 载体一块扩散
[01:39:48] 又想进新机器毛毛内去
[01:39:50] 载体还不够
[01:39:51] 还得有一导素
[01:39:52] 借导的载体
[01:39:53] 四
[01:39:53] 才能进去
[01:39:55] 但是人体从小肠粘膜
[01:39:58] 吃完饭
[01:39:59] 吃了几个
[01:40:00] 馒头
[01:40:00] 这个糖尝到就有糖了
[01:40:02] 我怎么吸收到
[01:40:03] 我的血液循环的
[01:40:04] 内部里边
[01:40:04] 注意
[01:40:05] 就是激发性的
[01:40:08] 主动转运
[01:40:08] 特别这本书
[01:40:10] 《哪人医学》里边
[01:40:11] 在肾脏小管的糖的吸收
[01:40:13] 是激发的主动转运的
[01:40:15] 所以世界上
[01:40:17] 这个学期学完生理学
[01:40:18] 你不一定不会忘了
[01:40:19] 正常生理情况下
[01:40:20] 正常的饮食
[01:40:22] 正常吃饭
[01:40:23] 磨磨的尿液中
[01:40:24] 是不会出现糖的
[01:40:25] 改个说法
[01:40:26] 到临床医学上
[01:40:27] 一旦拿点尿
[01:40:29] 拿个小烧杯
[01:40:29] 接一小烧杯
[01:40:30] 尿液回来查一下
[01:40:31] 能查到糖养性
[01:40:33] 我们叫尿糖养性
[01:40:34] 很多老百姓
[01:40:36] 以为尿糖养性
[01:40:37] 糖尿病
[01:40:37] 错
[01:40:38] 一个健康的青年人
[01:40:40] 如果吃的食物太甜
[01:40:41] 尿糖可以养性的
[01:40:43] 所以这个学期
[01:40:44] 期末一定考一个
[01:40:45] 名字解释
[01:40:46] 肾
[01:40:46] 糖欲
[01:40:47] 肾小管吸收糖
[01:40:49] 是有极限值的
[01:40:51] 多大浓度
[01:40:51] 大概是静脉血液中
[01:40:53] 糖不能超过
[01:40:55] 180毫克每分身
[01:40:57] 超过这个量
[01:40:58] 尿液供给入糖
[01:40:59] 尿糖
[01:41:01] 养性不是毛病
[01:41:02] 血糖高才是问题
[01:41:04] 糖尿病
[01:41:05] 是不是糖尿病
[01:41:06] 定糖尿病
[01:41:06] 不定尿糖
[01:41:07] 定血糖
[01:41:09] 到了这个学期
[01:41:11] 学生理学
[01:41:11] 你一定就会感受到
[01:41:13] 临床医学的魅力
[01:41:14] 对了
[01:41:15] 所以学生理学
[01:41:16] 突然发现
[01:41:17] 我是医学生
[01:41:18] 恭喜你猜对了
[01:41:19] 因此说体会一下
[01:41:21] 激发的中转运
[01:41:22] 和载体一化扩散
[01:41:24] 是一伙的
[01:41:25] 通道一化扩散
[01:41:26] 和原发的中转运
[01:41:27] 是一伙的
[01:41:29] 这样在外界学就好办了
[01:41:31] 物质在
[01:41:31] 进行逆浓度
[01:41:32] 或逆变位体度
[01:41:34] 主要是逆浓度
[01:41:35] 狂魔转运的时候
[01:41:36] 注意啊
[01:41:37] 可以这样说
[01:41:38] 原发性中转运
[01:41:40] 专为带电离子而生
[01:41:42] 激发中转运
[01:41:44] 专为糖
[01:41:45] 氨基酸
[01:41:46] 而生
[01:41:47] 这个话听起来
[01:41:48] 有点苛刻
[01:41:49] 但是我能学会的
[01:41:51] 再说
[01:41:51] 葡萄糖就是这样的
[01:41:53] 逆的浓
[01:41:53] 它没有电位
[01:41:54] 糖不太变
[01:41:55] 没有电位
[01:41:55] 葡萄糖逆的浓度
[01:41:57] 体度转运的时候
[01:41:57] 所需要的能量
[01:41:59] 逆浓度的消耗能量
[01:42:00] 并不是
[01:42:01] 直接
[01:42:01] 来自ADP
[01:42:02] 而是来自
[01:42:04] 模量层
[01:42:04] 钠离子浓度差
[01:42:05] 我听那哪来浓度差
[01:42:06] 刚学完
[01:42:07] 钠浓度差
[01:42:08] 是钠甲本产生的
[01:42:10] 钠甲本先产生
[01:42:12] 钠浓度差
[01:42:13] 利用钠离子浓度差
[01:42:15] 顺浓度体度转运的时候
[01:42:17] 捎带着
[01:42:17] 带个糖进去
[01:42:19] 这种方式
[01:42:21] 叫激发性
[01:42:22] 主动转运
[01:42:23] 但有些同学们
[01:42:24] 刚学医学
[01:42:26] 缺乏想象力
[01:42:27] 听不懂
[01:42:27] 我就这样老开玩笑
[01:42:29] 说比如说
[01:42:29] 今天早上咱们也上课
[01:42:31] 同学们
[01:42:31] 我们一系同学
[01:42:32] 第一临床医学
[01:42:33] 是在这个教室
[01:42:34] 在五楼上课
[01:42:35] 结果早上跑早操
[01:42:36] 有个女同学
[01:42:37] 把脚脖子给扭了一下
[01:42:38] 就怀怀着扭伤了
[01:42:39] 脚疼得不能上午
[01:42:40] 班长过来
[01:42:41] 好兴奋
[01:42:42] 同学我跟你背上去
[01:42:43] 说讨厌
[01:42:44] 那么多人看着你背我
[01:42:45] 有大男生
[01:42:46] 我来像话不
[01:42:47] 男女说说不清
[01:42:48] 好像也对
[01:42:49] 不好看
[01:42:50] 不看这
[01:42:50] 你坐别动
[01:42:51] 男同学
[01:42:52] 背点水泥
[01:42:53] 啥楼
